RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Group,Satisfaction_Group
6328,15793856,Abdulov,667,Spain,Female,36,3,121543.0,2,Yes,Yes,186841.71,0,Not Complained,5,PLATINUM,252,Middle_Age,Very Satisfied
6329,15629545,Buckley,790,Spain,Female,41,7,109509.0,1,No,No,86776.38,0,Not Complained,3,SILVER,233,Middle_Age,Neutral
6330,15661198,Howard,727,Germany,Male,34,2,146407.0,1,Yes,Yes,72073.72,0,Not Complained,2,GOLD,647,Early_Adult,Dissatisfied
6331,15715117,Peel,744,France,Female,39,6,76486.0,1,No,No,10662.58,0,Not Complained,4,DIAMOND,593,Middle_Age,Satisfied
6332,15701074,Herz,629,Germany,Male,35,8,112331.0,1,Yes,Yes,91001.02,0,Not Complained,3,GOLD,556,Early_Adult,Neutral
6333,15793046,Holden,619,France,Female,35,4,90413.0,1,Yes,Yes,20555.21,0,Not Complained,3,DIAMOND,389,Early_Adult,Neutral
6334,15623744,McLean,634,France,Male,34,8,105303.0,1,Yes,Yes,123164.97,0,Not Complained,1,DIAMOND,378,Early_Adult,Very Dissatisfied
6335,15611329,Findlay,608,Spain,Female,35,6,76486.0,2,Yes,Yes,143463.28,0,Not Complained,4,DIAMOND,253,Early_Adult,Satisfied
6336,15740428,Wyatt,507,France,Female,35,1,76486.0,2,No,No,92131.54,0,Not Complained,5,GOLD,313,Early_Adult,Very Satisfied
6337,15781534,Rapuluolisa,536,Germany,Female,35,4,121520.0,1,No,No,77178.42,0,Not Complained,3,DIAMOND,881,Early_Adult,Neutral
6338,15618243,Buckland,730,Spain,Female,43,1,103960.0,1,Yes,Yes,193650.16,0,Not Complained,2,DIAMOND,348,Middle_Age,Dissatisfied
6339,15784161,Hargreaves,583,Germany,Male,39,8,102945.0,1,No,No,52861.89,0,Not Complained,3,GOLD,802,Middle_Age,Neutral
6340,15700325,Onyeoruru,644,France,Female,24,8,92761.0,1,Yes,No,35896.75,0,Not Complained,5,GOLD,238,Young,Very Satisfied
6341,15659064,Salas,790,Spain,Male,37,8,76486.0,2,Yes,Yes,149418.41,0,Not Complained,4,GOLD,348,Middle_Age,Satisfied
6342,15658364,Laney,807,Germany,Female,40,1,134590.0,1,Yes,Yes,46253.65,0,Not Complained,3,GOLD,779,Middle_Age,Neutral
6343,15704340,Fu,581,France,Female,37,10,104255.0,1,Yes,No,86609.37,0,Not Complained,2,DIAMOND,559,Middle_Age,Dissatisfied
6344,15793455,Tien,627,Spain,Female,55,6,76486.0,1,No,No,91943.94,1,Complained,3,SILVER,396,Senior,Neutral
6345,15579777,Sazonova,850,France,Male,41,3,76486.0,2,Yes,No,128892.36,0,Not Complained,3,SILVER,775,Middle_Age,Neutral
6346,15632345,Tuan,754,France,Female,35,4,76486.0,2,Yes,No,44830.71,0,Not Complained,1,GOLD,992,Early_Adult,Very Dissatisfied
6347,15814468,Wei,551,Germany,Male,50,1,121400.0,1,No,Yes,84508.44,1,Complained,2,DIAMOND,713,Senior,Dissatisfied
6348,15754820,Bergamaschi,637,Germany,Male,35,8,147128.0,2,Yes,Yes,84760.7,0,Not Complained,2,GOLD,792,Early_Adult,Dissatisfied
6349,15707505,Taylor,699,Spain,Male,31,8,125928.0,2,Yes,No,147661.47,0,Not Complained,2,PLATINUM,240,Early_Adult,Dissatisfied
6350,15699507,Messersmith,542,France,Female,25,7,76486.0,2,No,Yes,82393.08,0,Not Complained,3,PLATINUM,266,Young,Neutral
6351,15799600,Coles,640,Germany,Male,48,1,111599.0,1,No,Yes,135995.58,0,Not Complained,3,PLATINUM,910,Senior,Neutral
6352,15794472,Brookes,553,France,Female,27,3,76486.0,2,No,No,159800.16,0,Not Complained,5,GOLD,300,Early_Adult,Very Satisfied
6353,15646632,Reid,741,France,Male,38,9,76486.0,2,Yes,No,14379.01,0,Not Complained,5,GOLD,347,Middle_Age,Very Satisfied
6354,15676353,Etheridge,598,France,Male,35,8,114213.0,1,Yes,Yes,74322.85,0,Not Complained,2,PLATINUM,629,Early_Adult,Dissatisfied
6355,15566312,Jolly,660,Spain,Female,42,5,76486.0,3,Yes,Yes,189016.24,1,Complained,5,GOLD,351,Middle_Age,Very Satisfied
6356,15570414,Chizoba,618,Spain,Male,41,4,115252.0,1,No,No,136435.75,0,Not Complained,5,PLATINUM,644,Middle_Age,Very Satisfied
6357,15776743,Eberegbulam,647,France,Male,43,9,76486.0,2,Yes,Yes,78488.39,0,Not Complained,4,DIAMOND,555,Middle_Age,Satisfied
6358,15674637,Pagnotto,491,France,Female,68,3,107572.0,1,No,Yes,113695.99,0,Not Complained,4,PLATINUM,786,Elder,Satisfied
6359,15730418,Lucchesi,652,France,Female,32,2,76486.0,2,Yes,No,54628.11,0,Not Complained,3,GOLD,843,Early_Adult,Neutral
6360,15739972,Hughes,650,Germany,Female,45,9,152367.0,3,Yes,No,150835.21,1,Complained,3,PLATINUM,760,Middle_Age,Neutral
6361,15661591,Panicucci,413,Germany,Male,39,1,130970.0,2,Yes,Yes,158891.79,0,Not Complained,1,PLATINUM,827,Middle_Age,Very Dissatisfied
6362,15675585,Burns,416,Germany,Female,25,0,97739.0,2,Yes,Yes,160523.33,0,Not Complained,1,DIAMOND,974,Young,Very Dissatisfied
6363,15814750,Ricci,629,Spain,Male,34,8,76486.0,2,Yes,Yes,180595.02,0,Not Complained,3,SILVER,835,Early_Adult,Neutral
6364,15593454,Lambert,678,Spain,Female,40,4,113794.0,1,Yes,No,16618.76,0,Not Complained,4,PLATINUM,831,Middle_Age,Satisfied
6365,15663421,Esposito,527,Spain,Male,28,6,128396.0,2,Yes,No,79919.97,0,Not Complained,5,SILVER,882,Early_Adult,Very Satisfied
6366,15576196,Benson,743,Spain,Female,48,5,118208.0,2,No,No,186489.14,1,Complained,2,SILVER,947,Senior,Dissatisfied
6367,15677324,Botts,683,Germany,Male,73,9,124730.0,1,Yes,Yes,51999.5,0,Not Complained,2,PLATINUM,327,Elder,Dissatisfied
6368,15568742,Parkes,536,France,Female,41,9,76486.0,1,Yes,No,121299.14,0,Not Complained,3,GOLD,685,Middle_Age,Neutral
6369,15693764,Mai,663,Spain,Male,52,0,136299.0,1,Yes,No,144593.3,1,Complained,2,SILVER,548,Senior,Dissatisfied
6370,15714260,Castiglione,646,France,Female,38,2,76486.0,2,No,No,178752.73,0,Not Complained,3,GOLD,240,Middle_Age,Neutral
6371,15798200,Manna,707,France,Male,35,2,76486.0,3,Yes,Yes,94148.3,0,Not Complained,2,SILVER,855,Early_Adult,Dissatisfied
6372,15656627,Lin,602,France,Male,34,5,76486.0,2,Yes,Yes,77414.45,0,Not Complained,2,DIAMOND,743,Early_Adult,Dissatisfied
6373,15791111,Fink,635,France,Female,47,2,125725.0,2,Yes,No,63236.97,0,Not Complained,5,PLATINUM,773,Senior,Very Satisfied
6374,15638269,Baresi,597,France,Male,67,2,76486.0,2,No,Yes,108645.85,0,Not Complained,2,PLATINUM,352,Elder,Dissatisfied
6375,15807473,Morehead,503,France,Male,38,1,76486.0,2,Yes,Yes,95153.24,0,Not Complained,2,DIAMOND,433,Middle_Age,Dissatisfied
6376,15708534,Afamefuna,524,Spain,Female,64,5,76486.0,1,Yes,No,136079.64,1,Complained,2,GOLD,364,Elder,Dissatisfied
6377,15640686,Greco,700,France,Male,46,5,95873.0,1,Yes,No,98273.01,1,Complained,5,DIAMOND,509,Senior,Very Satisfied
6378,15588904,Balashova,692,France,Male,33,9,76486.0,1,Yes,No,113505.93,1,Complained,3,PLATINUM,272,Early_Adult,Neutral
6379,15768763,Bogdanov,562,France,Male,37,2,76486.0,1,No,Yes,52525.15,1,Complained,3,PLATINUM,231,Middle_Age,Neutral
6380,15770543,Lowe,679,France,Male,37,7,74260.0,1,Yes,No,194617.98,0,Not Complained,4,PLATINUM,436,Middle_Age,Satisfied
6381,15642162,Ponce,603,Germany,Male,35,1,123408.0,1,Yes,No,152541.89,1,Complained,2,PLATINUM,833,Early_Adult,Dissatisfied
6382,15714046,Trevisano,720,Spain,Male,33,3,123784.0,2,Yes,Yes,142903.44,0,Not Complained,2,SILVER,649,Early_Adult,Dissatisfied
6383,15575060,Gardner,797,France,Male,24,5,76486.0,2,Yes,No,182257.61,0,Not Complained,3,DIAMOND,707,Young,Neutral
6384,15812040,Lorenzo,594,France,Male,36,6,153880.0,1,No,No,135431.72,0,Not Complained,4,PLATINUM,706,Middle_Age,Satisfied
6385,15812073,Palmer,529,France,Female,31,7,76486.0,2,Yes,Yes,175697.87,0,Not Complained,3,SILVER,578,Early_Adult,Neutral
6386,15706810,Zuyeva,606,Germany,Female,32,1,106302.0,2,No,Yes,59061.25,0,Not Complained,3,GOLD,469,Early_Adult,Neutral
6387,15584090,Jen,621,Spain,Female,40,7,76486.0,2,No,Yes,131283.6,1,Complained,4,PLATINUM,499,Middle_Age,Satisfied
6388,15810807,Alekseeva,513,France,Female,43,9,76486.0,2,Yes,No,152499.8,0,Not Complained,1,SILVER,301,Middle_Age,Very Dissatisfied
6389,15582033,Manfrin,753,Germany,Male,44,3,138076.0,1,Yes,No,15523.09,1,Complained,2,SILVER,290,Middle_Age,Dissatisfied
6390,15687607,Chiemenam,605,France,Female,30,9,135422.0,1,No,Yes,186418.85,0,Not Complained,5,DIAMOND,241,Early_Adult,Very Satisfied
6391,15588406,Chiemenam,574,Spain,Female,37,7,76486.0,2,Yes,No,32262.28,0,Not Complained,2,DIAMOND,737,Middle_Age,Dissatisfied
6392,15784099,Clark,726,France,Female,38,5,126876.0,1,Yes,No,128052.29,0,Not Complained,2,PLATINUM,514,Middle_Age,Dissatisfied
6393,15701352,Fanucci,611,Spain,Female,28,3,96382.0,2,Yes,No,181419.29,0,Not Complained,3,GOLD,855,Early_Adult,Neutral
6394,15789371,Cattaneo,593,Germany,Female,41,4,119703.0,2,Yes,Yes,109783.29,0,Not Complained,3,GOLD,814,Middle_Age,Neutral
6395,15602845,Udinesi,466,Germany,Male,41,2,152102.0,2,Yes,No,181879.56,0,Not Complained,4,PLATINUM,322,Middle_Age,Satisfied
6396,15707918,Bentley,741,Germany,Female,36,0,127675.0,2,Yes,No,74260.16,0,Not Complained,3,SILVER,283,Middle_Age,Neutral
6397,15602812,Holmes,684,Germany,Female,44,2,133777.0,2,No,Yes,49865.04,0,Not Complained,5,SILVER,387,Middle_Age,Very Satisfied
6398,15675888,Austin,550,Spain,Female,33,9,72788.0,1,Yes,Yes,103608.06,0,Not Complained,2,PLATINUM,487,Early_Adult,Dissatisfied
6399,15591822,Mackenzie,593,Spain,Male,26,9,76227.0,1,Yes,No,167564.82,0,Not Complained,5,GOLD,608,Early_Adult,Very Satisfied
6400,15738501,Booth,601,Germany,Male,48,9,163631.0,1,No,Yes,41816.49,1,Complained,1,DIAMOND,490,Senior,Very Dissatisfied
6401,15585907,Collier,676,Spain,Female,30,5,76486.0,2,No,No,179066.58,0,Not Complained,3,DIAMOND,705,Early_Adult,Neutral
6402,15579040,Hs?,556,France,Female,46,10,76486.0,2,No,No,109184.24,0,Not Complained,3,PLATINUM,950,Senior,Neutral
6403,15804211,Oluchukwu,719,France,Male,36,3,155423.0,1,Yes,Yes,199841.32,0,Not Complained,2,SILVER,374,Middle_Age,Dissatisfied
6404,15736126,Sung,850,Germany,Male,55,0,98711.0,1,Yes,Yes,83617.17,1,Complained,4,SILVER,614,Senior,Satisfied
6405,15745399,Marino,649,Spain,Female,49,2,76486.0,1,Yes,No,84863.85,1,Complained,3,DIAMOND,226,Senior,Neutral
6406,15760749,Vinogradov,509,Spain,Male,41,7,126684.0,1,No,Yes,114775.53,0,Not Complained,3,PLATINUM,824,Middle_Age,Neutral
6407,15637118,Burns,684,France,Male,33,4,140701.0,1,Yes,No,103557.93,0,Not Complained,5,PLATINUM,987,Early_Adult,Very Satisfied
6408,15657829,Fanucci,806,Germany,Male,30,8,168079.0,1,Yes,No,85028.36,1,Complained,1,PLATINUM,709,Early_Adult,Very Dissatisfied
6409,15738497,Chukwujamuike,729,Spain,Male,44,4,107727.0,2,Yes,No,153064.87,0,Not Complained,5,SILVER,456,Middle_Age,Very Satisfied
6410,15690695,Flynn,683,France,Female,33,9,76486.0,2,Yes,Yes,38784.42,0,Not Complained,2,SILVER,644,Early_Adult,Dissatisfied
6411,15762351,Chao,689,Spain,Female,63,1,76486.0,2,Yes,Yes,186526.12,0,Not Complained,1,GOLD,371,Elder,Very Dissatisfied
6412,15791172,Yeh,672,Germany,Female,21,1,35742.0,1,Yes,No,28789.94,0,Not Complained,2,DIAMOND,466,Young,Dissatisfied
6413,15598982,Klein,602,Germany,Female,53,5,98269.0,1,No,Yes,45038.29,1,Complained,5,PLATINUM,813,Senior,Very Satisfied
6414,15734765,Mahmood,739,France,Female,20,4,133801.0,1,No,Yes,150245.81,0,Not Complained,3,PLATINUM,320,Young,Neutral
6415,15642912,Tu,618,France,Female,21,2,125683.0,1,No,No,57762.0,0,Not Complained,1,PLATINUM,783,Young,Very Dissatisfied
6416,15769516,Shcherbakov,674,France,Female,42,9,76486.0,2,Yes,No,4292.72,0,Not Complained,1,SILVER,632,Middle_Age,Very Dissatisfied
6417,15789379,Zetticci,762,France,Male,26,6,130429.0,1,Yes,No,173365.89,0,Not Complained,4,GOLD,858,Early_Adult,Satisfied
6418,15695103,Carr,790,Spain,Male,37,6,76486.0,2,Yes,Yes,119484.01,0,Not Complained,4,GOLD,413,Middle_Age,Satisfied
6419,15801924,Browne,754,Spain,Female,27,8,76486.0,2,No,No,121821.16,0,Not Complained,3,DIAMOND,307,Early_Adult,Neutral
6420,15767804,Feng,729,France,Male,44,6,76486.0,2,Yes,No,151733.43,0,Not Complained,3,GOLD,807,Middle_Age,Neutral
6421,15718039,Ferguson,606,Germany,Female,47,0,137138.0,2,No,Yes,53784.22,0,Not Complained,4,SILVER,765,Senior,Satisfied
6422,15579994,Shaw,616,France,Male,23,8,73113.0,1,Yes,Yes,62733.05,0,Not Complained,1,GOLD,606,Young,Very Dissatisfied
6423,15595037,Palermo,772,France,Male,47,9,152347.0,1,No,Yes,17671.78,0,Not Complained,1,SILVER,902,Senior,Very Dissatisfied
6424,15600720,Moore,652,Spain,Male,41,8,115145.0,1,Yes,No,188905.43,0,Not Complained,4,SILVER,900,Middle_Age,Satisfied
6425,15782608,Huang,743,France,Male,43,5,76486.0,2,No,No,113079.19,1,Complained,5,SILVER,402,Middle_Age,Very Satisfied
6426,15566894,Gray,793,France,Male,39,3,137818.0,1,No,No,83997.79,0,Not Complained,5,PLATINUM,252,Middle_Age,Very Satisfied
6427,15749123,Sokolova,743,Spain,Male,45,7,157332.0,1,Yes,No,125424.42,0,Not Complained,2,SILVER,775,Middle_Age,Dissatisfied
6428,15668943,Henderson,746,France,Male,37,2,76486.0,2,Yes,No,143194.05,0,Not Complained,4,DIAMOND,415,Middle_Age,Satisfied
6429,15577423,Mosley,627,Germany,Female,39,5,124587.0,1,Yes,No,93132.61,1,Complained,2,DIAMOND,265,Middle_Age,Dissatisfied
6430,15623102,Nnaemeka,713,Spain,Male,38,6,116981.0,2,No,Yes,76038.38,0,Not Complained,3,GOLD,503,Middle_Age,Neutral
6431,15728012,Everett,678,Spain,Female,40,3,128398.0,1,Yes,No,168658.3,0,Not Complained,3,DIAMOND,893,Middle_Age,Neutral
6432,15683363,Goddard,540,Spain,Male,39,1,76486.0,1,No,Yes,108419.41,0,Not Complained,2,DIAMOND,727,Middle_Age,Dissatisfied
6433,15699335,Kuo,615,Germany,Female,33,3,137657.0,2,Yes,Yes,171657.57,0,Not Complained,4,PLATINUM,676,Early_Adult,Satisfied
6434,15574369,Bianchi,415,Spain,Male,53,5,167259.0,1,Yes,Yes,22357.25,0,Not Complained,2,DIAMOND,929,Senior,Dissatisfied
6435,15703167,Rouse,628,France,Female,45,8,76486.0,2,Yes,No,193903.06,0,Not Complained,2,DIAMOND,684,Middle_Age,Dissatisfied
6436,15754874,Nwoye,700,France,Male,26,4,119010.0,1,Yes,No,141926.43,0,Not Complained,4,PLATINUM,319,Early_Adult,Satisfied
6437,15723216,Greco,623,Germany,Male,33,2,80002.0,1,Yes,Yes,104079.62,0,Not Complained,2,DIAMOND,343,Early_Adult,Dissatisfied
6438,15725094,Fang,623,France,Female,37,4,140212.0,1,Yes,Yes,93832.33,0,Not Complained,3,PLATINUM,271,Middle_Age,Neutral
6439,15647974,Chiemenam,679,France,Female,44,3,118743.0,2,Yes,No,1568.91,0,Not Complained,1,DIAMOND,233,Middle_Age,Very Dissatisfied
6440,15583371,Artemiev,632,Spain,Male,37,1,138207.0,1,Yes,No,60778.11,1,Complained,3,DIAMOND,302,Middle_Age,Neutral
6441,15772559,Burrows,790,France,Female,47,10,148636.0,1,No,Yes,16119.96,1,Complained,4,DIAMOND,538,Senior,Satisfied
6442,15711251,Chizuoke,514,France,Male,45,1,178828.0,1,Yes,No,60375.18,0,Not Complained,5,DIAMOND,493,Middle_Age,Very Satisfied
6443,15719212,T'ien,491,France,Male,33,5,83134.0,1,Yes,No,187946.55,0,Not Complained,1,PLATINUM,686,Early_Adult,Very Dissatisfied
6444,15764927,Rogova,753,France,Male,92,3,121513.0,1,No,Yes,195563.99,0,Not Complained,3,PLATINUM,307,Elder,Neutral
6445,15731412,Trevisano,693,Germany,Female,37,6,95900.0,1,Yes,Yes,38196.24,0,Not Complained,5,DIAMOND,936,Middle_Age,Very Satisfied
6446,15719170,Sagese,679,France,Female,30,1,112543.0,1,Yes,Yes,179435.21,0,Not Complained,1,PLATINUM,228,Early_Adult,Very Dissatisfied
6447,15596011,Artyomova,529,Spain,Male,34,9,76486.0,1,Yes,Yes,93208.22,0,Not Complained,3,DIAMOND,562,Early_Adult,Neutral
6448,15614834,Long,619,Spain,Female,31,3,141752.0,1,No,Yes,61531.86,0,Not Complained,4,DIAMOND,241,Early_Adult,Satisfied
6449,15600510,Hsueh,680,Spain,Female,37,6,124141.0,2,Yes,No,92826.35,0,Not Complained,1,GOLD,460,Middle_Age,Very Dissatisfied
6450,15625706,White,693,Germany,Male,45,2,116547.0,2,No,No,23140.28,1,Complained,5,DIAMOND,235,Middle_Age,Very Satisfied
6451,15781409,Lazarev,834,France,Female,28,6,76486.0,1,Yes,No,74287.53,0,Not Complained,2,PLATINUM,397,Early_Adult,Dissatisfied
6452,15722583,Benjamin,636,Spain,Female,29,6,157576.0,2,Yes,Yes,101102.39,0,Not Complained,1,PLATINUM,332,Early_Adult,Very Dissatisfied
6453,15677243,Wan,538,Spain,Male,43,5,76486.0,2,Yes,No,126933.73,0,Not Complained,4,DIAMOND,587,Middle_Age,Satisfied
6454,15815070,Romano,566,Germany,Female,44,5,141429.0,2,No,No,68408.74,0,Not Complained,4,SILVER,459,Middle_Age,Satisfied
6455,15705899,Craig,597,Spain,Male,35,0,127511.0,1,Yes,Yes,155356.34,0,Not Complained,4,SILVER,868,Early_Adult,Satisfied
6456,15701522,Yermolayeva,711,France,Female,29,9,76486.0,2,No,Yes,3234.8,0,Not Complained,4,PLATINUM,501,Early_Adult,Satisfied
6457,15755978,Tseng,606,France,Male,31,10,76486.0,2,Yes,No,195209.4,0,Not Complained,3,DIAMOND,992,Early_Adult,Neutral
6458,15722090,Tseng,615,Spain,Male,51,6,81818.0,1,Yes,Yes,169149.38,0,Not Complained,3,SILVER,454,Senior,Neutral
6459,15783526,Le Hunte,589,France,Male,36,1,100896.0,1,Yes,Yes,68075.14,0,Not Complained,3,PLATINUM,967,Middle_Age,Neutral
6460,15632125,Blake,606,Germany,Male,45,5,63832.0,1,Yes,Yes,93707.8,0,Not Complained,5,SILVER,940,Middle_Age,Very Satisfied
6461,15688395,Lane,582,France,Male,29,4,76486.0,2,No,No,156153.27,0,Not Complained,5,DIAMOND,548,Early_Adult,Very Satisfied
6462,15666975,Sparks,710,France,Female,36,4,116085.0,1,Yes,No,58601.61,0,Not Complained,1,DIAMOND,306,Middle_Age,Very Dissatisfied
6463,15682211,Tu,467,France,Male,57,1,76486.0,2,Yes,Yes,114448.77,0,Not Complained,1,GOLD,843,Senior,Very Dissatisfied
6464,15637411,Tochukwu,749,France,Male,30,1,76486.0,2,No,Yes,126551.65,0,Not Complained,1,SILVER,427,Early_Adult,Very Dissatisfied
6465,15591512,Whittaker,564,Germany,Female,33,2,115762.0,1,No,Yes,112350.21,1,Complained,2,PLATINUM,792,Early_Adult,Dissatisfied
6466,15606855,Wang,730,Spain,Male,26,6,76486.0,2,Yes,Yes,185808.7,0,Not Complained,4,GOLD,325,Early_Adult,Satisfied
6467,15763683,Northern,678,Germany,Male,32,4,139626.0,1,Yes,Yes,118235.52,1,Complained,3,PLATINUM,287,Early_Adult,Neutral
6468,15641782,Humphries,540,France,Female,31,7,76486.0,1,No,Yes,183051.6,1,Complained,1,GOLD,457,Early_Adult,Very Dissatisfied
6469,15677184,Cremonesi,767,France,Female,35,6,115576.0,1,No,Yes,27922.45,0,Not Complained,3,PLATINUM,633,Early_Adult,Neutral
6470,15775042,Ku,615,France,Female,23,4,76486.0,2,Yes,No,196476.19,0,Not Complained,5,SILVER,773,Young,Very Satisfied
6471,15616630,Tobenna,583,Germany,Female,41,5,77648.0,1,Yes,No,190429.52,0,Not Complained,2,DIAMOND,866,Middle_Age,Dissatisfied
6472,15800233,Okwuadigbo,850,France,Female,40,5,76486.0,2,Yes,No,35034.15,0,Not Complained,4,DIAMOND,632,Middle_Age,Satisfied
6473,15588419,Johnston,651,Germany,Female,34,10,148962.0,1,Yes,No,66389.43,1,Complained,1,DIAMOND,907,Early_Adult,Very Dissatisfied
6474,15595557,Li,798,France,Male,22,8,76486.0,2,Yes,No,107615.43,0,Not Complained,5,GOLD,280,Young,Very Satisfied
6475,15626143,Talbot,695,France,Male,37,2,76486.0,2,Yes,Yes,99692.65,0,Not Complained,1,SILVER,361,Middle_Age,Very Dissatisfied
6476,15566030,Tu,497,Germany,Male,41,5,80543.0,1,No,No,88729.22,1,Complained,2,PLATINUM,334,Middle_Age,Dissatisfied
6477,15701412,T'ien,739,France,Male,40,4,76486.0,2,No,No,173321.65,0,Not Complained,4,GOLD,804,Middle_Age,Satisfied
6478,15702464,Ross,549,France,Female,34,4,76486.0,2,No,No,139463.57,0,Not Complained,3,PLATINUM,339,Early_Adult,Neutral
6479,15573348,Maclean,850,France,Male,35,9,102050.0,1,Yes,Yes,3769.71,0,Not Complained,5,SILVER,242,Early_Adult,Very Satisfied
6480,15704160,Wan,648,Spain,Male,49,5,76486.0,1,Yes,No,149946.43,1,Complained,4,GOLD,549,Senior,Satisfied
6481,15693704,Tsou,679,France,Female,24,6,114949.0,2,No,Yes,135768.25,0,Not Complained,4,GOLD,471,Young,Satisfied
6482,15664752,Jack,606,Germany,Male,39,8,136000.0,2,Yes,No,31708.53,0,Not Complained,4,SILVER,819,Middle_Age,Satisfied
6483,15628292,Lucchesi,850,France,Male,32,4,156002.0,2,Yes,Yes,151677.31,0,Not Complained,1,GOLD,882,Early_Adult,Very Dissatisfied
6484,15621195,Ch'eng,619,Germany,Male,41,3,147974.0,2,Yes,No,170518.83,0,Not Complained,3,PLATINUM,699,Middle_Age,Neutral
6485,15668629,Saunders,719,Spain,Male,44,2,76486.0,2,Yes,No,196582.19,0,Not Complained,5,GOLD,660,Middle_Age,Very Satisfied
6486,15635197,Glover,640,Germany,Male,26,5,90403.0,1,Yes,Yes,3298.65,0,Not Complained,5,DIAMOND,412,Early_Adult,Very Satisfied
6487,15592761,Tung,710,France,Male,40,5,76486.0,2,No,No,162878.96,0,Not Complained,2,DIAMOND,219,Middle_Age,Dissatisfied
6488,15574283,Padovano,580,France,Male,31,2,76486.0,2,No,Yes,64014.24,0,Not Complained,1,PLATINUM,316,Early_Adult,Very Dissatisfied
6489,15598097,Johnstone,550,France,Male,44,9,76486.0,2,Yes,No,26257.01,0,Not Complained,4,SILVER,296,Middle_Age,Satisfied
6490,15711352,Endrizzi,841,France,Female,31,3,162702.0,2,Yes,Yes,126794.56,0,Not Complained,3,PLATINUM,232,Early_Adult,Neutral
6491,15620751,Secombe,760,France,Male,34,2,76486.0,2,Yes,No,164162.44,0,Not Complained,4,SILVER,814,Early_Adult,Satisfied
6492,15656717,Elewechi,687,France,Female,30,6,76486.0,2,No,No,179206.92,0,Not Complained,2,GOLD,511,Early_Adult,Dissatisfied
6493,15643121,Chu,753,Germany,Female,35,5,82454.0,2,No,No,18254.75,0,Not Complained,3,DIAMOND,917,Early_Adult,Neutral
6494,15723671,Lucciano,661,France,Male,35,9,100108.0,1,Yes,No,83949.68,0,Not Complained,3,GOLD,661,Early_Adult,Neutral
6495,15752846,Pinto,699,France,Male,28,7,76486.0,2,Yes,Yes,22684.78,0,Not Complained,2,GOLD,638,Early_Adult,Dissatisfied
6496,15640852,McGregor,617,Germany,Female,39,5,83349.0,3,Yes,No,7953.62,1,Complained,3,PLATINUM,994,Middle_Age,Neutral
6497,15789313,Ugorji,595,Germany,Female,44,4,96554.0,2,Yes,No,143952.24,1,Complained,4,DIAMOND,666,Middle_Age,Satisfied
6498,15793688,Bancks,669,France,Male,50,9,201010.0,1,Yes,No,158032.5,1,Complained,2,PLATINUM,346,Senior,Dissatisfied
6499,15770405,Warlow-Davies,613,France,Female,27,5,125168.0,1,Yes,No,199104.52,0,Not Complained,3,SILVER,819,Early_Adult,Neutral
6500,15702561,Dale,782,France,Male,32,9,76486.0,1,Yes,Yes,87566.97,0,Not Complained,5,SILVER,255,Early_Adult,Very Satisfied
6501,15625964,Buckley,582,France,Female,43,5,153314.0,1,No,No,170563.73,0,Not Complained,4,PLATINUM,794,Middle_Age,Satisfied
6502,15761364,Nkemjika,679,France,Male,30,9,76486.0,2,Yes,No,157871.55,0,Not Complained,5,PLATINUM,460,Early_Adult,Very Satisfied
6503,15590286,Fairley,611,France,Female,40,2,125879.0,1,Yes,No,93203.43,0,Not Complained,4,PLATINUM,319,Middle_Age,Satisfied
6504,15587978,Boothby,455,Germany,Female,37,6,170058.0,1,No,Yes,54398.56,0,Not Complained,5,GOLD,932,Middle_Age,Very Satisfied
6505,15773242,Chukwuhaenye,621,France,Male,32,1,76486.0,2,Yes,Yes,168779.47,0,Not Complained,5,GOLD,781,Early_Adult,Very Satisfied
6506,15761053,Lock,596,Germany,Male,48,2,131326.0,1,No,No,1140.02,1,Complained,2,DIAMOND,912,Senior,Dissatisfied
6507,15702095,Clarke,585,Spain,Female,56,1,128473.0,1,Yes,No,186476.91,1,Complained,2,GOLD,815,Senior,Dissatisfied
6508,15764253,Ramsey,742,France,Male,32,6,160485.0,1,Yes,No,29023.03,0,Not Complained,5,GOLD,295,Early_Adult,Very Satisfied
6509,15700801,Eipper,850,Germany,Male,42,6,84446.0,3,No,Yes,60021.34,1,Complained,1,DIAMOND,411,Middle_Age,Very Dissatisfied
6510,15730590,Ko,738,Germany,Female,40,1,115409.0,2,No,No,180456.8,0,Not Complained,5,GOLD,925,Middle_Age,Very Satisfied
6511,15643916,Munro,619,Spain,Male,46,8,62400.0,1,Yes,Yes,132498.39,1,Complained,5,GOLD,862,Senior,Very Satisfied
6512,15720636,McGregor,628,France,Female,50,4,143055.0,1,No,Yes,109608.81,1,Complained,5,DIAMOND,306,Senior,Very Satisfied
6513,15795429,Henderson,487,France,Male,24,7,133628.0,2,Yes,Yes,98570.01,0,Not Complained,4,GOLD,223,Young,Satisfied
6514,15609254,Fernandez,513,Spain,Female,41,9,107135.0,2,Yes,Yes,160546.58,0,Not Complained,1,DIAMOND,576,Middle_Age,Very Dissatisfied
6515,15625141,Porter,563,Spain,Male,26,7,76486.0,2,No,No,6139.74,0,Not Complained,4,DIAMOND,743,Early_Adult,Satisfied
